sid,lat,lon,org
FT1_386,24.18136,120.683765,LASS
FT1_115,23.45709,120.441765,LASS
FT1_928,23.76726,120.706258333,LASS
FT1_399,24.0636483333,120.534285,LASS
YK_160,22.9987416667,120.245526667,LASS
FT1_398,24.12402,120.632143333,LASS
LASS-PI_014,25.08057,121.572141667,LASS
FT1_037,25.0543733333,121.552966667,LASS
FT1_116,23.47922,120.448846667,LASS
FT1_999,24.784615,120.987418333,LASS
FT1_399,24.0635583333,120.533935,LASS
FT_SYPS1,22.6854283333,120.49143,LASS
LASS-PI_014,25.0805733333,121.572165,LASS
FT1_037,25.0547666667,121.55314,LASS
FT1_005,23.848145,120.28632,LASS
FT1_116,23.4792266667,120.448955,LASS
FT1_999,24.7850033333,120.988056667,LASS
FT1_024,25.1066133333,121.732648333,LASS
FT1_456,25.0304516667,121.52271,LASS
FT1_386,24.18136,120.683721667,LASS
FT1_399,24.0635266667,120.534076667,LASS
FT_SYPS1,22.6852916667,120.491475,LASS
YK_160,22.9988333333,120.245543333,LASS
LASS-PI_014,25.08057,121.572136667,LASS
FT1_037,25.05486,121.553126667,LASS
FT1_116,23.4792083333,120.44918,LASS
FT1_999,24.7848433333,120.987945,LASS
FT1_024,25.1065466667,121.732633333,LASS
FT1_456,25.0304683333,121.522655,LASS
FT1_386,24.1813883333,120.683673333,LASS
FT1_115,23.4569983333,120.441755,LASS
FT1_399,24.0635216667,120.534118333,LASS
YK_160,22.9987433333,120.24552,LASS
FT1_037,25.0548983333,121.553101667,LASS
FT1_999,24.7849516667,120.988335,LASS
FT1_116,23.479255,120.449085,LASS
FT1_024,25.1064483333,121.7326,LASS
FT1_456,25.03069,121.52279,LASS
FT1_386,24.1814033333,120.683655,LASS
FT1_399,24.0634333333,120.534145,LASS
YK_160,22.998835,120.245566667,LASS
FT1_390,24.18246,120.591443333,LASS
LASS-PI_014,25.080545,121.572166667,LASS
FT1_037,25.0546683333,121.552886667,LASS
FT1_999,24.7850366667,120.988708333,LASS
FT1_456,25.0305416667,121.52264,LASS
FT1_386,24.1815016667,120.68372,LASS
FT1_115,23.45708,120.441803333,LASS
FT1_399,24.0635283333,120.534331667,LASS
YK_160,22.9989216667,120.245581667,LASS
FT1_390,24.1823866667,120.591381667,LASS
FT1_966,24.175425,120.668913333,LASS
LASS-PI_014,25.0805333333,121.572046667,LASS
FT1_037,25.0548983333,121.553003333,LASS
FT1_005,23.848075,120.286383333,LASS
FT1_024,25.1065483333,121.732631667,LASS
FT1_456,25.0306983333,121.522721667,LASS
FT1_386,24.1814283333,120.683725,LASS
FT1_928,23.7673433333,120.706251667,LASS
FT1_399,24.0633983333,120.534276667,LASS
YK_160,22.9988183333,120.24558,LASS
FT1_966,24.1755233333,120.668898333,LASS
FT1_024,25.1067966667,121.732245,LASS
FT1_456,25.03057,121.522711667,LASS
FT1_386,24.18146,120.683786667,LASS
FT1_928,23.767305,120.706355,LASS
FT1_399,24.0636383333,120.534083333,LASS
FT1_966,24.1756333333,120.66875,LASS
LASS-PI_014,25.0805366667,121.572066667,LASS
FT1_037,25.05562,121.552868333,LASS
CiXin001,24.6820566667,121.757803333,LASS
FT1_456,25.0304566667,121.522653333,LASS
FT1_456,25.0306966667,121.52263,LASS
FT1_386,24.1814516667,120.683773333,LASS
FT1_928,23.767365,120.706265,LASS
FT1_399,24.0633783333,120.534273333,LASS
FT1_966,24.1755316667,120.668671667,LASS
LASS-PI_014,25.080455,121.571831667,LASS
FT1_037,25.0550933333,121.552878333,LASS
FT1_116,23.4792716667,120.448916667,LASS
CiXin001,24.6821566667,121.757788333,LASS
FT1_456,25.0308983333,121.522735,LASS
FT1_386,24.1815066667,120.683758333,LASS
FT1_928,23.7672783333,120.70631,LASS
FT1_399,24.0640083333,120.533946667,LASS
FT1_966,24.175675,120.668968333,LASS
FT1_390,24.1824366667,120.591468333,LASS
LASS-PI_014,25.0804216667,121.57185,LASS
FT1_037,25.0547533333,121.552685,LASS
FT1_456,25.0305783333,121.522705,LASS
FT1_115,23.4570416667,120.441818333,LASS
FT1_386,24.1815166667,120.68373,LASS
FT1_399,24.0635383333,120.534085,LASS
FT1_966,24.1756233333,120.668715,LASS
LASS-PI_014,25.0806616667,121.571873333,LASS
FT1_037,25.054725,121.553016667,LASS
CiXin001,24.6821966667,121.757878333,LASS
FT1_456,25.0309216667,121.522793333,LASS
FT1_386,24.18147,120.683836667,LASS
FT_SYPS1,22.6853983333,120.491768333,LASS
FT1_966,24.175165,120.668966667,LASS
LASS-PI_014,25.0805133333,121.571735,LASS
FT1_037,25.0554083333,121.553011667,LASS
CiXin001,24.682275,121.757805,LASS
FT1_456,25.0309366667,121.522711667,LASS
FT1_386,24.1814016667,120.683781667,LASS
FT_SYPS1,22.68544,120.491583333,LASS
FT1_966,24.1756516667,120.668771667,LASS
LASS-PI_014,25.0805516667,121.571841667,LASS
FT1_037,25.055595,121.5528,LASS
FT1_116,23.479275,120.448918333,LASS
CiXin001,24.6822166667,121.757695,LASS
FT1_456,25.0306483333,121.522696667,LASS
FT1_115,23.4570266667,120.441711667,LASS
FT1_928,23.7673683333,120.706268333,LASS
FT_SYPS1,22.6854983333,120.49152,LASS
FT1_399,24.0635433333,120.534106667,LASS
YK_160,22.998725,120.24558,LASS
FT1_116,23.47935,120.448856667,LASS
CiXin001,24.68218,121.757786667,LASS
FT1_456,25.0304566667,121.5226,LASS
FT1_386,24.1814916667,120.683756667,LASS
FT1_928,23.767285,120.706228333,LASS
FT_SYPS1,22.685515,120.491326667,LASS
YK_160,22.9988083333,120.24564,LASS
FT1_399,24.0631583333,120.534261667,LASS
LASS-PI_014,25.0805733333,121.57187,LASS
FT1_037,25.0550233333,121.552696667,LASS
CiXin001,24.68226,121.757848333,LASS
FT1_456,25.0302,121.52266,LASS
FT1_386,24.1814216667,120.683811667,LASS
FT_SYPS1,22.685475,120.491555,LASS
FT1_399,24.0634233333,120.534275,LASS
LASS-PI_014,25.0805483333,121.571981667,LASS
FT1_037,25.0558066667,121.553431667,LASS
FT1_116,23.4792583333,120.449098333,LASS
FT1_024,25.106475,121.732605,LASS
FT1_456,25.0303266667,121.522568333,LASS
FT1_031,25.08486,121.573893333,LASS
FT1_005,23.848165,120.286401667,LASS
FT_SYPS1,22.68549,120.491696667,LASS
YK_160,22.998765,120.245545,LASS
FT1_399,24.063585,120.534015,LASS
LASS-PI_014,25.0804566667,121.571808333,LASS
FT1_037,25.0551683333,121.553453333,LASS
FT1_116,23.4792233333,120.449005,LASS
FT1_456,25.0304566667,121.522793333,LASS
FT1_928,23.7673166667,120.706133333,LASS
FT1_115,23.456945,120.441666667,LASS
FT_SYPS1,22.68547,120.49151,LASS
LASS-PI_014,25.080565,121.572005,LASS
FT1_037,25.05482,121.553365,LASS
FT1_116,23.4792083333,120.44888,LASS
FT1_024,25.106575,121.732601667,LASS
FT1_456,25.0305483333,121.522668333,LASS
FT_SYPS1,22.6854616667,120.49143,LASS
YK_160,22.9988316667,120.245611667,LASS
FT1_399,24.0636283333,120.533881667,LASS
LASS-PI_014,25.0805616667,121.571876667,LASS
FT1_037,25.0549033333,121.553306667,LASS
FT1_116,23.4792516667,120.44897,LASS
FT1_024,25.1064933333,121.732661667,LASS
FT1_456,25.0306333333,121.522576667,LASS
FT1_115,23.4570066667,120.44174,LASS
FT1_928,23.7673583333,120.706226667,LASS
YK_160,22.9987366667,120.245598333,LASS
FT1_399,24.0635766667,120.533966667,LASS
FT1_005,23.8480766667,120.286378333,LASS
LASS-PI_014,25.0805633333,121.571853333,LASS
FT1_037,25.055235,121.553363333,LASS
FT1_024,25.10659,121.732708333,LASS
FT1_116,23.4792516667,120.448978333,LASS
FT1_456,25.0306416667,121.522668333,LASS
FT1_386,24.1815183333,120.683785,LASS
FT1_928,23.767435,120.706228333,LASS
LASS-PI_014,25.0805383333,121.571965,LASS
FT1_037,25.055165,121.553398333,LASS
FT1_024,25.106585,121.732605,LASS
FT1_116,23.4792233333,120.448961667,LASS
FT1_456,25.0306083333,121.522551667,LASS
FT1_386,24.1814266667,120.683761667,LASS
FT1_928,23.767345,120.706155,LASS
FT1_966,24.1755566667,120.6685,LASS
FT1_037,25.0554783333,121.55343,LASS
LASS-PI_014,25.0805783333,121.57206,LASS
FT1_037,25.0554783333,121.553411667,LASS
FT1_116,23.4793116667,120.449008333,LASS
FT1_024,25.1065866667,121.732718333,LASS
FT1_456,25.0304233333,121.522713333,LASS
FT1_928,23.7673816667,120.706043333,LASS
YK_160,22.998785,120.24554,LASS
FT1_399,24.0635566667,120.534026667,LASS
FT1_966,24.1755866667,120.668833333,LASS
FT1_037,25.0553533333,121.55341,LASS
FT1_390,24.1825316667,120.591471667,LASS
FT1_116,23.479215,120.448948333,LASS
FT1_456,25.0304983333,121.5226,LASS
FT1_386,24.181505,120.68382,LASS
FT1_115,23.4570283333,120.441641667,LASS
FT1_928,23.76734,120.706141667,LASS
YK_160,22.9987333333,120.245631667,LASS
FT1_399,24.0635516667,120.534146667,LASS
FT1_966,24.1757433333,120.668246667,LASS
LASS-PI_014,25.080585,121.571943333,LASS
FT1_037,25.055185,121.553425,LASS
FT1_116,23.4793083333,120.448956667,LASS
FT1_456,25.0304883333,121.522533333,LASS
FT1_386,24.1814616667,120.683721667,LASS
YK_160,22.998735,120.245601667,LASS
FT1_399,24.063645,120.534191667,LASS
FT1_966,24.1757483333,120.668576667,LASS
LASS-PI_014,25.0807366667,121.572076667,LASS
FT1_037,25.0555633333,121.553366667,LASS
FT1_116,23.4794066667,120.448975,LASS
CiXin001,24.6821583333,121.757868333,LASS
YK_160,22.9986816667,120.245568333,LASS
FT1_399,24.0636133333,120.534205,LASS
FT1_966,24.1755116667,120.669023333,LASS
LASS-PI_014,25.0805916667,121.572081667,LASS
FT1_037,25.0550083333,121.553318333,LASS
FT1_390,24.1824483333,120.591521667,LASS
FT1_116,23.4793966667,120.448868333,LASS
CiXin001,24.6821066667,121.757606667,LASS
FT1_456,25.03045,121.522758333,LASS
FT1_928,23.7674383333,120.70618,LASS
YK_160,22.9987683333,120.245585,LASS
FT1_966,24.1754183333,120.668871667,LASS
FT1_399,24.0635683333,120.53416,LASS
LASS-PI_014,25.080625,121.572178333,LASS
FT1_037,25.0549016667,121.553291667,LASS
FT1_395,24.1241516667,120.566753333,LASS
CiXin001,24.6820916667,121.757618333,LASS
FT1_456,25.0304716667,121.522673333,LASS
FT1_386,24.1814483333,120.683825,LASS
FT1_928,23.7673866667,120.706275,LASS
YK_160,22.9986666667,120.245575,LASS
FT1_399,24.0636066667,120.533991667,LASS
FT1_966,24.1755083333,120.66877,LASS
FT1_037,25.0549216667,121.553351667,LASS
FT1_456,25.03076,121.522621667,LASS
FT1_115,23.4571233333,120.441651667,LASS
FT1_005,23.84814,120.286303333,LASS
FT1_966,24.1755466667,120.668808333,LASS
FT1_399,24.0639066667,120.533676667,LASS
FT1_037,25.0550383333,121.553341667,LASS
FT1_390,24.182355,120.591483333,LASS
FT1_116,23.479225,120.448953333,LASS
CiXin001,24.68224,121.75776,LASS
FT1_456,25.0310583333,121.522641667,LASS
FT1_386,24.1813733333,120.683778333,LASS
FT_SYPS1,22.68537,120.491348333,LASS
FT1_966,24.1754333333,120.668931667,LASS
FT1_399,24.0635266667,120.533638333,LASS
FT1_037,25.0551583333,121.553396667,LASS
FT1_390,24.1824516667,120.5915,LASS
FT1_116,23.47927,120.449023333,LASS
CiXin001,24.6822433333,121.757863333,LASS
FT1_456,25.0308016667,121.522683333,LASS
FT1_386,24.1812866667,120.683818333,LASS
FT1_928,23.7672866667,120.706081667,LASS
FT1_966,24.1755783333,120.668733333,LASS
FT1_399,24.0634616667,120.534115,LASS
FT1_037,25.054925,121.553431667,LASS
FT1_031,25.0849266667,121.573856667,LASS
FT1_390,24.1823566667,120.591485,LASS
FT1_116,23.4793183333,120.448936667,LASS
CiXin001,24.6822066667,121.757956667,LASS
FT1_395,24.124075,120.566701667,LASS
FT1_456,25.031135,121.522621667,LASS
FT1_386,24.1814633333,120.683813333,LASS
FT1_399,24.0634383333,120.534181667,LASS
LASS-PI_014,25.0806533333,121.572081667,LASS
FT1_037,25.0546716667,121.553558333,LASS
FT1_116,23.4793266667,120.448921667,LASS
CiXin001,24.6822666667,121.758031667,LASS
FT1_456,25.030495,121.52273,LASS
FT1_928,23.7672,120.706338333,LASS
FT_SYPS1,22.685525,120.491346667,LASS
YK_160,22.9986816667,120.245553333,LASS
FT1_037,25.0549183333,121.553275,LASS
FT1_005,23.8481783333,120.286398333,LASS
FT1_116,23.4792916667,120.448911667,LASS
CiXin001,24.6822216667,121.757813333,LASS
FT1_456,25.030625,121.522586667,LASS
FT1_928,23.7672616667,120.706271667,LASS
FT_SYPS1,22.6854683333,120.491563333,LASS
FT1_116,23.4792933333,120.448908333,LASS
CiXin001,24.68217,121.757721667,LASS
FT1_456,25.030685,121.522721667,LASS
FT1_115,23.4570416667,120.441601667,LASS
FT_SYPS1,22.6854466667,120.491691667,LASS
FT1_031,25.0848783333,121.573768333,LASS
FT1_399,24.0635933333,120.534208333,LASS
LASS-PI_014,25.080625,121.572191667,LASS
FT1_037,25.0545916667,121.553421667,LASS
CiXin001,24.6820833333,121.757593333,LASS
FT1_115,23.4571316667,120.44163,LASS
FT1_928,23.767275,120.7062,LASS
FT_SYPS1,22.6854033333,120.491605,LASS
FT1_399,24.0635633333,120.534135,LASS
LASS-PI_014,25.0806716667,121.572103333,LASS
FT1_037,25.0549183333,121.553276667,LASS
FT1_024,25.10659,121.732581667,LASS
FT1_116,23.4792833333,120.448755,LASS
FT1_456,25.030635,121.522796667,LASS
FT1_928,23.7673666667,120.706173333,LASS
YK_160,22.9986233333,120.245486667,LASS
FT1_399,24.0635033333,120.53431,LASS
LASS-PI_014,25.0806566667,121.572216667,LASS
FT1_037,25.0553033333,121.553035,LASS
FT1_024,25.1067633333,121.732736667,LASS
FT1_116,23.47932,120.44896,LASS
FT1_928,23.7672716667,120.706195,LASS
FT_SYPS1,22.6853933333,120.491508333,LASS
FT1_399,24.06352,120.534088333,LASS
FT1_037,25.054435,121.553503333,LASS
FT1_024,25.1068116667,121.73265,LASS
FT1_116,23.4792116667,120.44907,LASS
FT1_456,25.0307816667,121.52274,LASS
FT_SYPS1,22.685435,120.491325,LASS
YK_160,22.9986033333,120.245516667,LASS
FT1_399,24.0634416667,120.534431667,LASS
FT1_037,25.0547116667,121.553385,LASS
FT1_024,25.1066,121.73268,LASS
FT1_116,23.4792733333,120.449,LASS
FT1_456,25.0305633333,121.522705,LASS
FT1_390,24.1824483333,120.591475,LASS
FT1_386,24.1813683333,120.683795,LASS
FT1_928,23.7672716667,120.70621,LASS
FT_SYPS1,22.6853716667,120.49141,LASS
YK_160,22.998695,120.245565,LASS
LASS-PI_014,25.0806916667,121.572121667,LASS
FT1_399,24.063495,120.534193333,LASS
FT1_037,25.0550266667,121.553231667,LASS
FT1_024,25.1066433333,121.732648333,LASS
FT1_456,25.0306133333,121.522748333,LASS
FT1_386,24.181455,120.683753333,LASS
FT1_928,23.76736,120.706171667,LASS
KENT-01,24.78531,121.015763333,LASS
FT1_399,24.06354,120.534391667,LASS
FT1_037,25.054825,121.553281667,LASS
FT1_024,25.106725,121.732696667,LASS
FT1_116,23.479185,120.449033333,LASS
FT1_456,25.0304683333,121.522635,LASS
FT1_928,23.7673833333,120.706201667,LASS
YK_160,22.998795,120.24557,LASS
FT1_966,24.175505,120.668715,LASS
LASS-PI_014,25.08061,121.57207,LASS
FT1_037,25.0542633333,121.553568333,LASS
FT1_399,24.0634616667,120.534288333,LASS
FT1_024,25.1066283333,121.732715,LASS
FT1_116,23.4791583333,120.449123333,LASS
FT1_390,24.1824983333,120.591385,LASS
FT1_386,24.1813716667,120.683771667,LASS
FT1_928,23.767335,120.706301667,LASS
YK_160,22.998785,120.245568333,LASS
LASS-PI_014,25.0806883333,121.572093333,LASS
FT1_037,25.0547566667,121.553316667,LASS
FT1_399,24.0633866667,120.534181667,LASS
FT1_024,25.1066633333,121.732653333,LASS
FT1_116,23.479155,120.449023333,LASS
FT1_456,25.0305966667,121.52268,LASS
FT1_390,24.1824866667,120.591371667,LASS
FT1_386,24.1814666667,120.683766667,LASS
FT1_928,23.7673933333,120.706258333,LASS
YK_160,22.9986966667,120.245525,LASS
FT1_966,24.1755983333,120.668771667,LASS
FT1_037,25.0546466667,121.5533,LASS
FT1_399,24.0639883333,120.532881667,LASS
FT1_037,25.05469,121.55333,LASS
FT1_399,24.0638783333,120.533108333,LASS
FT1_024,25.1066466667,121.732721667,LASS
FT1_116,23.47926,120.448883333,LASS
FT1_390,24.1824233333,120.59145,LASS
FT1_395,24.124125,120.566616667,LASS
FT1_928,23.76734,120.706293333,LASS
YK_160,22.99879,120.245561667,LASS
FT1_966,24.1755766667,120.668558333,LASS
FT1_024,25.1065516667,121.7327,LASS
FT1_398,24.1240283333,120.63204,LASS
FT1_456,25.0305116667,121.52261,LASS
FT1_390,24.18243,120.59135,LASS
FT1_395,24.1241066667,120.56673,LASS
FT1_928,23.76743,120.706356667,LASS
YK_160,22.99888,120.245508333,LASS
FT1_966,24.1755483333,120.668775,LASS
FT1_037,25.05504,121.553205,LASS
FT1_399,24.0636616667,120.534698333,LASS
FT1_116,23.4792533333,120.448981667,LASS
CiXin001,24.6822466667,121.757806667,LASS
FT1_456,25.030535,121.522501667,LASS
FT1_386,24.18143,120.683671667,LASS
FT1_928,23.7674166667,120.706326667,LASS
YK_160,22.998795,120.245546667,LASS
FT1_966,24.1755883333,120.668766667,LASS
LASS-PI_014,25.0806016667,121.572048333,LASS
FT1_037,25.0549383333,121.553305,LASS
FT1_399,24.0637083333,120.534221667,LASS
CiXin001,24.6821866667,121.75785,LASS
FT1_390,24.18252,120.591311667,LASS
FT1_928,23.7674233333,120.706213333,LASS
YK_160,22.9988566667,120.245456667,LASS
FT1_966,24.1755083333,120.668786667,LASS
LASS-PI_014,25.080695,121.572028333,LASS
FT1_037,25.0549183333,121.55321,LASS
FT1_399,24.0638316667,120.534146667,LASS
CiXin001,24.68208,121.757695,LASS
FT1_116,23.4791666667,120.448963333,LASS
FT1_928,23.76735,120.706246667,LASS
FT1_966,24.1755266667,120.668768333,LASS
FT1_037,25.0548483333,121.55332,LASS
FT1_399,24.0636166667,120.534051667,LASS
CiXin001,24.6820366667,121.757748333,LASS
FT1_116,23.479175,120.44907,LASS
FT1_398,24.1240466667,120.632145,LASS
FT1_456,25.03052,121.522718333,LASS
FT1_386,24.181505,120.683608333,LASS
FT1_115,23.4570266667,120.441551667,LASS
YK_160,22.9987816667,120.245521667,LASS
FT1_037,25.0549633333,121.553268333,LASS
FT1_399,24.0632183333,120.53387,LASS
CiXin001,24.6819983333,121.757863333,LASS
FT1_398,24.1240583333,120.632041667,LASS
FT1_456,25.0304533333,121.522686667,LASS
FT1_386,24.1814533333,120.6837,LASS
FT1_390,24.1824166667,120.591331667,LASS
FT1_037,25.0546333333,121.553253333,LASS
FT1_399,24.0634333333,120.534028333,LASS
CiXin001,24.68206,121.757778333,LASS
FT1_116,23.4790816667,120.449043333,LASS
FT1_386,24.1813066667,120.68368,LASS
FT1_928,23.7674233333,120.706201667,LASS
FT_SYPS1,22.6854116667,120.491548333,LASS
YK_160,22.9987266667,120.245601667,LASS
FT1_037,25.0549383333,121.553215,LASS
FT1_399,24.0633316667,120.53385,LASS
FT1_116,23.4792083333,120.448951667,LASS
CiXin001,24.682135,121.757863333,LASS
FT1_398,24.124095,120.632131667,LASS
FT1_386,24.1812533333,120.683645,LASS
FT_SYPS1,22.6853283333,120.491525,LASS
YK_160,22.99877,120.245571667,LASS
FT1_399,24.0633716667,120.534015,LASS
CiXin001,24.6820233333,121.75785,LASS
FT1_116,23.479285,120.449005,LASS
FT1_456,25.0304833333,121.522708333,LASS
FT1_398,24.12405,120.632036667,LASS
FT1_386,24.1814616667,120.683673333,LASS
FT1_390,24.1824483333,120.591325,LASS
FT_SYPS1,22.68539,120.491286667,LASS
FT1_037,25.0544033333,121.553248333,LASS
FT1_024,25.1066566667,121.732641667,LASS
FT1_399,24.0632433333,120.534026667,LASS
CiXin001,24.6819916667,121.757653333,LASS
FT1_116,23.4792833333,120.449011667,LASS
FT1_456,25.0304133333,121.522666667,LASS
FT1_386,24.1814783333,120.683773333,LASS
FT1_390,24.182445,120.591326667,LASS
FT_SYPS1,22.68536,120.491653333,LASS
YK_160,22.9988516667,120.24551,LASS
FT1_037,25.0544366667,121.553278333,LASS
FT1_024,25.1066866667,121.732516667,LASS
FT1_399,24.0633916667,120.534036667,LASS
FT1_398,24.124045,120.632136667,LASS
FT1_115,23.4570866667,120.441628333,LASS
FT_SYPS1,22.68547,120.491453333,LASS
YK_160,22.9987366667,120.24553,LASS
FT1_037,25.05487,121.553258333,LASS
FT1_024,25.1066833333,121.732506667,LASS
FT1_399,24.0630716667,120.533898333,LASS
FT1_116,23.479295,120.448913333,LASS
FT1_390,24.182535,120.591295,LASS
YK_160,22.9987633333,120.245606667,LASS
FT1_037,25.0549533333,121.55333,LASS
FT1_399,24.06356,120.534093333,LASS
FT1_456,25.0302483333,121.522661667,LASS
FT1_928,23.7673266667,120.70617,LASS
FT_SYPS1,22.6854466667,120.49144,LASS
YK_160,22.9987433333,120.245516667,LASS
FT1_037,25.0549516667,121.552805,LASS
FT1_399,24.0635816667,120.534085,LASS
FT1_024,25.1066683333,121.732361667,LASS
FT1_456,25.0305383333,121.522631667,LASS
FT1_115,23.4569866667,120.441628333,LASS
FT1_928,23.7674383333,120.706146667,LASS
YK_160,22.9988133333,120.245546667,LASS
LASS-PI_014,25.080745,121.572123333,LASS
FT1_037,25.0552533333,121.552723333,LASS
FT1_399,24.0635483333,120.533928333,LASS
FT1_116,23.479195,120.448945,LASS
FT1_456,25.0304066667,121.522628333,LASS
FT1_386,24.1813616667,120.683693333,LASS
FT1_928,23.767485,120.706241667,LASS
YK_160,22.99881,120.245628333,LASS
LASS-PI_014,25.0806966667,121.572123333,LASS
FT1_037,25.0554216667,121.55301,LASS
FT1_024,25.1065966667,121.732541667,LASS
FT1_399,24.0633583333,120.533821667,LASS
FT1_116,23.4792766667,120.448988333,LASS
FT1_456,25.03051,121.522683333,LASS
FT1_386,24.1813483333,120.683735,LASS
FT1_928,23.7673833333,120.706216667,LASS
FT1_390,24.1824533333,120.591341667,LASS
YK_160,22.9988433333,120.245425,LASS
FT1_966,24.1755916667,120.668718333,LASS
FT1_037,25.0554516667,121.552715,LASS
FT1_399,24.0630533333,120.533825,LASS
FT1_456,25.03158,121.522703333,LASS
FT1_386,24.18144,120.683731667,LASS
FT1_928,23.767235,120.706176667,LASS
FT1_966,24.1771383333,120.667721667,LASS
LASS-PI_014,25.0806883333,121.572118333,LASS
FT1_037,25.0554416667,121.55279,LASS
FT1_024,25.10671,121.732543333,LASS
FT1_399,24.0632233333,120.533846667,LASS
FT1_456,25.030715,121.522593333,LASS
FT1_386,24.18141,120.683856667,LASS
FT1_928,23.76734,120.706266667,LASS
FT1_966,24.1752116667,120.668691667,LASS
FT1_037,25.055445,121.552878333,LASS
LASS-PI_014,25.0806266667,121.572011667,LASS
FT1_037,25.0553516667,121.55314,LASS
FT1_024,25.106635,121.73256,LASS
FT1_399,24.06283,120.533945,LASS
FT1_456,25.0311533333,121.522686667,LASS
FT1_386,24.181485,120.683643333,LASS
YK_160,22.9989033333,120.245506667,LASS
FT1_966,24.1752466667,120.668621667,LASS
FT1_024,25.1065716667,121.732648333,LASS
FT1_399,24.063125,120.533925,LASS
FT1_456,25.031265,121.522686667,LASS
FT1_115,23.456895,120.441646667,LASS
YK_160,22.99895,120.245496667,LASS
FT1_966,24.1754683333,120.668746667,LASS
LASS-PI_014,25.0806833333,121.57213,LASS
FT1_037,25.0555416667,121.553583333,LASS
FT1_456,25.030805,121.522493333,LASS
FT1_399,24.06342,120.534041667,LASS
FT1_115,23.4568016667,120.441645,LASS
FT1_928,23.7673633333,120.706171667,LASS
FT1_966,24.1752316667,120.668773333,LASS
LASS-PI_014,25.0806866667,121.571965,LASS
FT1_037,25.05526,121.553555,LASS
CiXin001,24.6821933333,121.757746667,LASS
FT1_116,23.4792666667,120.44887,LASS
YK_160,22.998935,120.245493333,LASS
FT1_966,24.175365,120.668826667,LASS
FT1_037,25.055525,121.553638333,LASS
FT1_456,25.0305666667,121.522591667,LASS
FT1_399,24.0636433333,120.534035,LASS
YK_160,22.9988533333,120.245435,LASS
FT1_966,24.1749283333,120.668723333,LASS
LASS-PI_014,25.0805933333,121.571933333,LASS
FT1_037,25.055245,121.553633333,LASS
CiXin001,24.6822133333,121.757638333,LASS
FT1_116,23.4792716667,120.448971667,LASS
FT1_456,25.0308416667,121.522663333,LASS
FT1_399,24.0635566667,120.534,LASS
FT1_115,23.4568216667,120.441546667,LASS
FT1_398,24.1241366667,120.632163333,LASS
FT1_928,23.76746,120.706196667,LASS
YK_160,22.9989233333,120.245431667,LASS
FT1_966,24.1770516667,120.668193333,LASS
FT1_037,25.0547766667,121.553611667,LASS
CiXin001,24.6821983333,121.757773333,LASS
FT1_456,25.0306683333,121.522621667,LASS
FT1_928,23.7673783333,120.706145,LASS
FT1_966,24.178645,120.667853333,LASS
LASS-PI_014,25.08064,121.571845,LASS
FT1_037,25.0551833333,121.553408333,LASS
FT1_456,25.0307016667,121.52257,LASS
FT1_399,24.0634683333,120.534145,LASS
FT1_115,23.4569166667,120.441555,LASS
FT_SYPS1,22.68545,120.491403333,LASS
YK_160,22.9988266667,120.245543333,LASS
LASS-PI_014,25.0806466667,121.571951667,LASS
FT1_037,25.0550516667,121.553228333,LASS
CiXin001,24.6822183333,121.757875,LASS
FT1_116,23.4793366667,120.448885,LASS
FT1_456,25.0307216667,121.522571667,LASS
FT1_399,24.063545,120.534041667,LASS
FT1_386,24.1815033333,120.683541667,LASS
FT1_115,23.4570133333,120.44152,LASS
FT1_398,24.124045,120.632156667,LASS
FT_SYPS1,22.68558,120.491368333,LASS
LASS-PI_014,25.080625,121.571853333,LASS
FT1_037,25.0547533333,121.55358,LASS
CiXin001,24.6822266667,121.75788,LASS
FT1_116,23.4793233333,120.448983333,LASS
FT1_456,25.0307983333,121.5226,LASS
FT1_399,24.0634983333,120.53413,LASS
FT1_386,24.1815316667,120.683663333,LASS
FT1_115,23.4569466667,120.441593333,LASS
FT1_031,25.0849316667,121.573855,LASS
FT1_928,23.7674283333,120.706051667,LASS
FT_SYPS1,22.685655,120.491448333,LASS
CiXin001,24.6822416667,121.757851667,LASS
FT1_116,23.4792383333,120.448986667,LASS
FT1_456,25.0306733333,121.522706667,LASS
FT1_399,24.063575,120.5342,LASS
FT1_115,23.4568666667,120.441645,LASS
FT1_928,23.7673233333,120.706205,LASS
FT_SYPS1,22.685755,120.491405,LASS
YK_160,22.9988383333,120.245516667,LASS
FT1_395,24.12408,120.566736667,LASS
LASS-PI_014,25.08066,121.57206,LASS
FT1_037,25.0549316667,121.553431667,LASS
FT1_024,25.1064866667,121.73264,LASS
FT1_116,23.4793366667,120.44899,LASS
FT1_456,25.0304766667,121.522685,LASS
FT1_386,24.1814683333,120.683745,LASS
FT1_399,24.06351,120.534293333,LASS
FT1_115,23.456965,120.441665,LASS
FT_SYPS1,22.685485,120.491508333,LASS
YK_160,22.998745,120.245501667,LASS
FT1_037,25.0555866667,121.553296667,LASS
FT1_024,25.10651,121.732738333,LASS
FT1_386,24.1815033333,120.683633333,LASS
FT1_399,24.0635483333,120.534156667,LASS
FT_SYPS1,22.6853083333,120.491506667,LASS
YK_160,22.9988333333,120.245538333,LASS
FT1_037,25.0550166667,121.553375,LASS
LASS-PI_014,25.08065,121.571955,LASS
FT1_024,25.1065383333,121.732625,LASS
FT1_116,23.479155,120.448865,LASS
